age,workclass,final_weight,education,Learning years,marital-status,occupation,relationship,sex,capital-gain,capital-loss,Workrate,native-country,label,Id
34,Private,144798,Some-college,10,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,United-States,1,12785
44,Private,171722,HS-grad,9,Separated,Other-service,Unmarried,Female,0,0,39,United-States,1,12786
67,Private,231559,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,20051,0,48,United-States,0,12787
35,Private,190895,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,United-States,1,12788
57,Local-gov,190748,Some-college,10,Divorced,Exec-managerial,Unmarried,Female,0,0,35,United-States,1,12789
28,Self-emp-inc,204247,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,United-States,0,12790
39,Private,317434,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,1,12791
26,Private,58371,HS-grad,9,Never-married,Adm-clerical,Own-child,Male,0,0,40,United-States,1,12792
64,Private,210082,HS-grad,9,Widowed,Adm-clerical,Not-in-family,Female,0,0,40,United-States,1,12793
41,Local-gov,89172,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,United-States,0,12794
28,Private,47907,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,United-States,1,12795
34,Private,143083,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,18,United-States,1,12796
43,Federal-gov,262233,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Male,0,0,40,United-States,0,12797
52,Private,155983,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,United-States,0,12798
28,Private,263015,10th,6,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,1,12799
30,Private,118551,Bachelors,13,Married-civ-spouse,Tech-support,Wife,Female,0,0,16,United-States,0,12800
73,Self-emp-not-inc,177387,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,United-States,1,12801
35,Private,65876,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,1,12802
21,Private,190227,Some-college,10,Never-married,Adm-clerical,Own-child,Male,0,0,40,United-States,1,12803
47,Self-emp-not-inc,177457,Some-college,10,Married-civ-spouse,Other-service,Husband,Male,0,0,40,United-States,1,12804
24,Self-emp-not-inc,277700,Some-college,10,Separated,Handlers-cleaners,Own-child,Male,0,0,45,United-States,1,12805
54,Private,88019,HS-grad,9,Divorced,Other-service,Unmarried,Male,0,0,32,United-States,1,12806
26,Private,59367,Bachelors,13,Never-married,Machine-op-inspct,Other-relative,Male,0,0,40,United-States,1,12807
37,Private,301070,HS-grad,9,Divorced,Farming-fishing,Unmarried,Male,0,0,45,United-States,1,12808
56,Self-emp-not-inc,175964,Some-college,10,Divorced,Other-service,Not-in-family,Female,0,0,40,United-States,1,12809
31,Private,204752,12th,8,Never-married,Sales,Own-child,Male,0,0,32,United-States,1,12810
66,Private,115498,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,99999,0,55,,0,12811
48,Private,155862,HS-grad,9,Divorced,Transport-moving,Not-in-family,Male,0,0,65,United-States,1,12812
22,,236330,Some-college,10,Never-married,,Own-child,Male,0,1721,20,United-States,1,12813
24,Private,148709,HS-grad,9,Never-married,Other-service,Not-in-family,Female,0,0,40,United-States,1,12814
43,Private,119721,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,United-States,1,12815
55,Private,156797,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Female,0,0,40,United-States,1,12816
42,Private,146659,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,1902,50,United-States,0,12817
67,Self-emp-not-inc,364862,HS-grad,9,Widowed,Other-service,Not-in-family,Female,0,0,30,United-States,1,12818
45,Private,214068,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,United-States,0,12819
53,Private,95519,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,42,United-States,0,12820
60,Local-gov,101110,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,Male,0,0,40,United-States,0,12821
18,,267399,12th,8,Never-married,,Own-child,Female,0,0,12,United-States,1,12822
27,Private,38599,12th,8,Never-married,Transport-moving,Not-in-family,Male,0,0,40,United-States,1,12823
38,Private,51100,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Male,3325,0,40,United-States,1,12824
27,Private,289147,Bachelors,13,Never-married,Prof-specialty,Own-child,Female,0,0,40,United-States,1,12825
33,Private,189710,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,45,Mexico,1,12826
35,Self-emp-inc,135436,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,United-States,0,12827
41,Private,220531,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,United-States,0,12828
51,Private,64643,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Male,0,0,60,,1,12829
33,Private,280923,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,Mexico,1,12830
31,Private,109055,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,3137,0,45,United-States,1,12831
32,Private,425622,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,55,United-States,1,12832
22,Private,109482,Some-college,10,Never-married,Prof-specialty,Own-child,Male,0,0,98,United-States,1,12833
32,Private,168138,Assoc-acdm,12,Divorced,Sales,Not-in-family,Male,2597,0,48,United-States,1,12834
46,Federal-gov,140664,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,48,United-States,0,12835
49,Self-emp-inc,191277,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,50,United-States,0,12836
43,Private,336513,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,1902,40,United-States,0,12837
36,Private,93225,HS-grad,9,Divorced,Craft-repair,Not-in-family,Male,0,0,40,United-States,1,12838
60,Self-emp-not-inc,73091,HS-grad,9,Separated,Other-service,Not-in-family,Male,0,1876,50,United-States,1,12839
46,Self-emp-inc,170850,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,50,United-States,0,12840
39,Private,28572,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Male,0,0,48,United-States,1,12841
34,State-gov,154246,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Male,4865,0,55,United-States,1,12842
22,Private,374116,HS-grad,9,Never-married,Sales,Unmarried,Female,0,0,35,United-States,1,12843
29,Private,71860,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,60,United-States,1,12844
25,Private,41526,Bachelors,13,Never-married,Craft-repair,Own-child,Male,0,0,30,Canada,1,12845
22,Private,304602,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,United-States,1,12846
36,State-gov,96468,Masters,14,Never-married,Prof-specialty,Own-child,Female,0,0,40,United-States,1,12847
52,Self-emp-inc,138497,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,United-States,1,12848
61,Private,80896,HS-grad,9,Separated,Transport-moving,Unmarried,Male,0,0,45,United-States,0,12849
17,Private,146268,10th,6,Never-married,Other-service,Own-child,Female,0,0,10,United-States,1,12850
34,Private,173730,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,50,United-States,1,12851
37,Private,270059,Some-college,10,Divorced,Adm-clerical,Unmarried,Female,25236,0,25,United-States,0,12852
46,Private,205504,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Male,0,0,20,United-States,1,12853
33,Private,179509,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,United-States,1,12854
28,Private,104024,Some-college,10,Never-married,Sales,Other-relative,Female,0,0,40,United-States,1,12855
65,Private,143175,Some-college,10,Widowed,Sales,Other-relative,Female,0,0,45,United-States,1,12856
54,Federal-gov,33863,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,United-States,0,12857
57,Private,116878,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,Italy,1,12858
19,Private,414871,HS-grad,9,Never-married,Craft-repair,Own-child,Male,0,0,40,United-States,1,12859
21,Private,214387,Some-college,10,Never-married,Sales,Other-relative,Male,0,0,64,United-States,1,12860
35,Private,183898,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Male,7298,0,50,United-States,0,12861
59,Local-gov,50929,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,United-States,0,12862
48,,353824,Some-college,10,Married-civ-spouse,,Husband,Male,0,0,40,,0,12863
31,Private,298871,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,China,1,12864
45,Private,101825,HS-grad,9,Widowed,Sales,Unmarried,Female,0,0,45,United-States,1,12865
68,Private,50351,Masters,14,Never-married,Adm-clerical,Not-in-family,Female,6360,0,20,United-States,1,12866
19,,37332,HS-grad,9,Never-married,,Own-child,Female,1055,0,12,United-States,1,12867
43,State-gov,38537,Some-college,10,Divorced,Exec-managerial,Unmarried,Female,0,0,38,,1,12868
49,Private,83622,Assoc-acdm,12,Separated,Adm-clerical,Not-in-family,Female,2597,0,40,United-States,1,12869
47,Private,216096,Some-college,10,Married-spouse-absent,Exec-managerial,Unmarried,Female,0,0,35,Puerto-Rico,1,12870
29,Private,84560,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,United-States,1,12871
50,Private,98975,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,40,United-States,0,12872
45,Private,127111,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,55,United-States,0,12873
42,Private,340234,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Male,15024,0,40,United-States,0,12874
38,Private,187264,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,55,United-States,1,12875
36,Private,173542,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,United-States,0,12876
64,Private,125684,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,1,12877
42,Private,195096,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,4064,0,40,United-States,1,12878
35,Private,110668,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Female,0,0,35,United-States,1,12879
36,Private,135289,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,45,United-States,1,12880
44,Private,173981,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,1,12881
37,Private,220237,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,5178,0,40,United-States,0,12882
20,State-gov,214542,Some-college,10,Never-married,Prof-specialty,Own-child,Male,0,0,40,United-States,1,12883
35,Private,298635,Bachelors,13,Never-married,Sales,Not-in-family,Male,0,0,50,United-States,1,12884
23,Private,117767,HS-grad,9,Never-married,Other-service,Own-child,Male,0,0,35,United-States,1,12885
40,Private,187702,Bachelors,13,Never-married,Tech-support,Not-in-family,Male,0,0,40,United-States,1,12886
34,Private,102858,HS-grad,9,Separated,Adm-clerical,Unmarried,Male,0,0,40,United-States,1,12887
53,State-gov,231472,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,United-States,0,12888
29,Private,180758,Masters,14,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,United-States,1,12889
18,Private,193290,Some-college,10,Never-married,Other-service,Own-child,Male,0,1721,20,United-States,1,12890
46,Private,27802,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,United-States,1,12891
49,State-gov,391585,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,40,United-States,0,12892
45,Private,360393,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,1902,50,United-States,0,12893
39,Private,230356,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,United-States,1,12894
18,Private,115839,12th,8,Never-married,Adm-clerical,Not-in-family,Female,0,0,30,United-States,1,12895
17,Private,242718,11th,7,Never-married,Sales,Own-child,Male,0,0,12,United-States,1,12896
58,Private,209423,1st-4th,2,Married-civ-spouse,Other-service,Husband,Male,0,0,38,Cuba,1,12897
25,Private,476334,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,1,12898
35,Private,177102,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,Female,0,0,40,United-States,1,12899
46,Private,206889,Bachelors,13,Widowed,Adm-clerical,Not-in-family,Female,0,0,25,United-States,1,12900
54,Self-emp-not-inc,104748,10th,6,Married-civ-spouse,Sales,Husband,Male,0,0,65,United-States,1,12901
32,Private,185027,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,Male,0,1887,40,Ireland,0,12902
51,Private,332243,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Male,0,0,45,United-States,1,12903
62,,176753,HS-grad,9,Married-civ-spouse,,Husband,Male,0,0,40,United-States,1,12904
32,Private,180871,Assoc-voc,11,Divorced,Sales,Not-in-family,Male,0,0,50,United-States,0,12905
31,Local-gov,176185,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Male,4064,0,40,,1,12906
58,Local-gov,156649,1st-4th,2,Widowed,Handlers-cleaners,Unmarried,Male,0,0,40,United-States,1,12907
58,Private,94345,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,40,United-States,1,12908
45,Local-gov,167334,Masters,14,Never-married,Prof-specialty,Not-in-family,Male,0,0,50,United-States,0,12909
37,Private,262409,Masters,14,Divorced,Exec-managerial,Unmarried,Female,0,213,45,United-States,1,12910
39,Self-emp-not-inc,202027,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,1977,50,United-States,0,12911
27,Private,169958,5th-6th,3,Never-married,Craft-repair,Own-child,Male,0,0,40,,1,12912
49,Private,64216,HS-grad,9,Divorced,Transport-moving,Not-in-family,Male,0,0,90,United-States,1,12913
45,Private,146857,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,38,United-States,0,12914
68,Private,214521,Prof-school,15,Widowed,Prof-specialty,Unmarried,Female,0,0,16,United-States,1,12915
17,Private,193199,11th,7,Never-married,Sales,Unmarried,Female,0,0,12,Poland,1,12916
50,Federal-gov,221532,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,0,12917
30,Local-gov,194740,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,United-States,1,12918
37,Self-emp-not-inc,35330,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,42,United-States,1,12919
43,Self-emp-inc,150533,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,68,United-States,0,12920
73,Private,29778,HS-grad,9,Widowed,Other-service,Not-in-family,Female,0,0,37,United-States,1,12921
17,Private,104232,10th,6,Never-married,Other-service,Own-child,Male,0,0,10,United-States,1,12922
45,Private,301802,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,Male,0,0,50,United-States,0,12923
58,State-gov,69579,Some-college,10,Widowed,Prof-specialty,Not-in-family,Female,0,0,20,United-States,1,12924
35,Private,401930,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,1887,42,United-States,0,12925
44,Private,755858,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,70,United-States,0,12926
28,Private,132686,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,United-States,0,12927
60,Federal-gov,21876,Some-college,10,Divorced,Prof-specialty,Not-in-family,Female,0,0,40,United-States,1,12928
43,Private,244172,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,35,,1,12929
23,Private,184665,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Female,0,0,50,United-States,1,12930
45,State-gov,154117,HS-grad,9,Divorced,Exec-managerial,Unmarried,Female,0,0,38,United-States,0,12931
35,Private,290226,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Male,0,0,45,United-States,1,12932
25,Self-emp-not-inc,263300,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Male,0,0,50,United-States,1,12933
59,Private,158776,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,United-States,1,12934
20,Private,236592,12th,8,Never-married,Prof-specialty,Not-in-family,Female,0,0,35,Italy,1,12935
25,Private,210184,11th,7,Separated,Craft-repair,Own-child,Male,0,0,40,United-States,1,12936
23,Private,388811,HS-grad,9,Never-married,Adm-clerical,Own-child,Female,0,0,40,United-States,1,12937
23,Private,212617,Bachelors,13,Never-married,Other-service,Not-in-family,Male,0,0,66,Ecuador,1,12938
36,Private,268620,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,33,United-States,1,12939
26,Private,203777,Some-college,10,Never-married,Sales,Not-in-family,Female,0,0,37,United-States,1,12940
31,Federal-gov,334346,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,United-States,0,12941
35,Private,105813,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,48,United-States,0,12942
26,Private,291968,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,United-States,1,12943
61,Private,167138,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Female,0,0,40,United-States,1,12944
30,Private,163604,Bachelors,13,Widowed,Prof-specialty,Unmarried,Female,0,0,55,United-States,0,12945
51,Private,138514,Assoc-voc,11,Divorced,Tech-support,Unmarried,Female,0,0,48,United-States,1,12946
32,Private,257043,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Female,0,0,42,United-States,1,12947
62,,141218,Masters,14,Married-civ-spouse,,Husband,Male,0,0,30,United-States,0,12948
23,Private,39615,Some-college,10,Never-married,Handlers-cleaners,Own-child,Male,0,0,10,United-States,1,12949
43,State-gov,199806,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,United-States,0,12950
64,Private,169604,11th,7,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,United-States,1,12951
24,Private,153583,Some-college,10,Never-married,Sales,Own-child,Female,0,0,40,United-States,1,12952
20,,369678,12th,8,Never-married,,Not-in-family,Male,0,1602,40,United-States,1,12953
22,Private,249727,Some-college,10,Never-married,Transport-moving,Own-child,Male,0,0,20,United-States,1,12954
38,Private,176101,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,United-States,1,12955
71,Private,212806,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,36,United-States,1,12956
40,Private,240027,Some-college,10,Never-married,Sales,Unmarried,Female,0,0,45,United-States,1,12957
45,Private,199058,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,48,,1,12958
42,Private,183319,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,Male,0,0,60,United-States,1,12959
51,Private,202956,Assoc-voc,11,Married-civ-spouse,Sales,Husband,Male,0,0,40,United-States,1,12960
29,Private,157612,Bachelors,13,Never-married,Sales,Not-in-family,Female,3325,0,45,United-States,1,12961
43,Federal-gov,77370,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,United-States,1,12962
21,Private,161210,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,50,United-States,1,12963
50,Private,134766,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,1902,50,United-States,0,12964
